,city,date,product,plu_code,quantity,weight_lb,price_usd
134,"Washington, DC",2020-01-26,Onion,4159,307,18.974579923832792,1.314061454392504
135,"Washington, DC",2020-01-26,Apple (Gala),4134,385,7.2365226988215,2.6311469213222156
136,"Washington, DC",2020-01-26,Grapes,4272,368,7.198900480754674,2.420119008177426
137,"Washington, DC",2020-01-26,Eggplant,4081,262,19.58171281348914,2.3536881494335833
138,"Washington, DC",2020-01-25,Banana,4011,357,7.482250844873488,2.3141494362032975
139,"Washington, DC",2020-01-25,Eggplant,4081,286,19.56196217001416,0.9257581179961563
140,"Washington, DC",2020-01-25,Apricot,3302,200,15.724582236493008,3.1895234612864445
141,"Washington, DC",2020-01-25,Banana,4011,416,14.231673282710837,1.643432775582187
142,"Washington, DC",2020-01-25,Apricot,3302,165,16.46052780756727,1.4009850587579422
143,"Washington, DC",2020-01-25,Kiwi,4030,341,21.146693993359804,2.2016448732581924
144,"Washington, DC",2020-01-25,Pear,4412,472,15.75587551961653,2.367348248732742
145,"Washington, DC",2020-01-25,Blueberries,4240,339,7.793440663535149,1.6241829773178325
146,"Washington, DC",2020-01-25,Peach,4404,494,2.6854397523682567,2.322782949265093
147,"Washington, DC",2020-01-25,Eggplant,4081,122,21.356324768066408,2.8287258253665644
148,"Washington, DC",2020-01-25,Corn,4078,112,11.352936005778611,1.6198172771371901
149,"Washington, DC",2020-01-25,Orange,4012,173,9.20671226764098,2.196609410759993
150,"Washington, DC",2020-01-25,Lemon,4958,119,3.989825514517725,1.1222401677048766
151,"Washington, DC",2020-01-25,Peach,4404,487,6.8576083753258,3.0574745590682144
152,"Washington, DC",2020-01-25,Lemon,4958,416,12.781980271684008,2.9780984041397462
153,"Washington, DC",2020-01-25,Corn,4078,236,2.6933940468821675,1.3695594739518129
154,"Washington, DC",2020-01-25,Lemon,4958,345,11.452832417935134,0.8084153455682099
155,"Washington, DC",2020-01-25,Apple (Fuji),4131,148,12.060035850526766,3.2457018309039998
156,"Washington, DC",2020-01-25,Kiwi,4030,289,15.708542934199796,1.3296815317124129
157,"Washington, DC",2020-01-25,Lychee,4309,393,5.871284061484039,2.2033178188838067
158,"Washington, DC",2020-01-25,Pear,4412,240,20.12512378841639,1.5327839907957241
159,"Washington, DC",2020-01-25,Lemon,4958,433,3.6359205240383745,3.0154761393903757
160,"Washington, DC",2020-01-25,Onion,4159,321,4.971573766879738,0.7857797823497095
161,"Washington, DC",2020-01-25,Mushroom,4650,479,14.859848698461429,2.3805895995581525
162,"Washington, DC",2020-01-25,Corn,4078,113,12.705758150666954,2.905587755562738
163,"Washington, DC",2020-01-25,Eggplant,4081,344,8.617031844006853,1.3000285803107545
164,"Washington, DC",2020-01-25,Orange,4012,210,20.239884093077855,3.1928900490864183
165,"Washington, DC",2020-01-25,Grapes,4272,104,8.108038947917521,1.9162060496280902
166,"Washington, DC",2020-01-25,Kiwi,4030,465,6.833503312198446,1.415434672741685
167,"Washington, DC",2020-01-25,Tomato,4796,470,6.956964079709724,2.1755873632617297
168,"Washington, DC",2020-01-25,Cucumber,4062,298,7.822920727683232,3.1000802185852083
169,"Washington, DC",2020-01-25,Apricot,3302,442,7.952109192451463,1.6032713743741625
170,"Washington, DC",2020-01-25,Avocado,4225,297,14.952717255707832,2.3000546114169995
171,"Washington, DC",2020-01-25,Onion,4159,109,6.113048475515098,2.2409670013701546
172,"Washington, DC",2020-01-25,Kiwi,4030,103,8.208081673737617,2.8374716545338745
173,"Washington, DC",2020-01-25,Orange,4012,155,16.218115308554843,2.935540970193688
174,"Washington, DC",2020-01-25,Cucumber,4062,497,5.800706965755672,1.6789943464216777
175,"Washington, DC",2020-01-25,Banana,4011,393,9.894281727727503,2.5899145134142603
176,"Washington, DC",2020-01-25,Strawberries,4323,132,20.69283422753215,1.8076827845186927
177,"Washington, DC",2020-01-25,Cucumber,4062,236,20.392300379788505,1.6453425117768348
178,"Washington, DC",2020-01-25,Apple (Gala),4134,390,4.641771552944556,1.0327857456402854
179,"Washington, DC",2020-01-25,Blueberries,4240,350,9.40424160049297,0.7323256897623651
180,"Washington, DC",2020-01-25,Strawberries,4323,119,18.76286498848349,2.5052722079679373
181,"Washington, DC",2020-01-25,Strawberries,4323,261,15.991202994529159,1.3316608508001082
182,"Washington, DC",2020-01-25,Grapes,4272,410,17.915479319123552,0.8320485293050297
183,"Washington, DC",2020-01-25,Blueberries,4240,220,18.341191384242848,2.7761697128997187
184,"Washington, DC",2020-01-25,Tomato,4796,201,3.940219502989203,2.718075690220576
185,"Washington, DC",2020-01-25,Blueberries,4240,365,3.1132445620372895,0.8560563055914827
186,"Washington, DC",2020-01-25,Onion,4159,363,7.946520197670908,2.38363795070909
187,"Washington, DC",2020-01-25,Apricot,3302,409,21.916228816797958,1.0274335178663023
188,"Washington, DC",2020-01-25,Apricot,3302,452,6.539492339454592,1.603567445022054
189,"Washington, DC",2020-01-25,Lychee,4309,280,12.6227724456694,1.9517583939712497
190,"Washington, DC",2020-01-25,Mushroom,4650,143,10.726414430467413,1.1493286531884224
191,"Washington, DC",2020-01-25,Lychee,4309,457,8.158976451586932,2.4668795888544994
192,"Washington, DC",2020-01-25,Tomato,4796,484,13.034851652896032,2.32527482615551
193,"Washington, DC",2020-01-25,Pear,4412,156,10.953261558432132,1.2587095566675999
194,"Washington, DC",2020-01-25,Onion,4159,315,19.924011209141465,2.359577351610642
195,"Washington, DC",2020-01-25,Tomato,4796,120,12.022055159835146,2.3049338503158654
196,"Washington, DC",2020-01-25,Lychee,4309,324,4.271216129325331,2.1201977668795737
197,"Washington, DC",2020-01-25,Eggplant,4081,269,19.662580529320987,1.2271602772641927
198,"Washington, DC",2020-01-25,Kiwi,4030,138,14.445713474927471,0.8334919567103498
199,"Washington, DC",2020-01-25,Onion,4159,292,5.654521853337065,2.0677823645644824
200,"Washington, DC",2020-01-25,Lychee,4309,441,10.0805240849033,2.4970202025258916
201,"Washington, DC",2020-01-25,Grapes,4272,140,17.878909155214206,2.691624055162538
202,"Washington, DC",2020-01-25,Avocado,4225,144,10.699550203653054,2.273856970726047
203,"Washington, DC",2020-01-25,Pear,4412,487,14.768786140857266,1.1270574533380568
204,"Washington, DC",2020-01-25,Pear,4412,100,15.51867314791307,2.4844779966631907
205,"Washington, DC",2020-01-25,Peach,4404,241,13.167935113888236,2.5511231022072027
206,"Washington, DC",2020-01-25,Avocado,4225,474,7.178186789294705,3.20083130664425
207,"Washington, DC",2020-01-25,Apple (Gala),4134,131,11.513504689931871,3.084155044530053
208,"Washington, DC",2020-01-25,Blueberries,4240,391,13.30477307070978,2.546303859865293
209,"Washington, DC",2020-01-25,Tomato,4796,374,13.372392489528284,3.2116034415201287
210,"Washington, DC",2020-01-25,Mushroom,4650,479,12.482476170081647,1.7494284974061884
211,"Washington, DC",2020-01-25,Apple (Fuji),4131,281,19.83246079334058,0.8000885517220013
212,"Washington, DC",2020-01-25,Lychee,4309,156,11.739337819674985,1.385269310802687
213,"Washington, DC",2020-01-25,Banana,4011,439,4.949965661810712,1.38814793988131
214,"Washington, DC",2020-01-25,Pear,4412,111,11.147265666909517,3.249454582470935
215,"Washington, DC",2020-01-25,Onion,4159,350,5.815158010134474,2.336651165923104
216,"Washington, DC",2020-01-25,Orange,4012,476,11.651373941870407,1.2804770717746579
217,"Washington, DC",2020-01-25,Avocado,4225,176,18.88957806560211,2.0486587573657746
218,"Washington, DC",2020-01-25,Avocado,4225,101,15.455922722164543,2.0921377607854086
219,"Washington, DC",2020-01-25,Banana,4011,270,4.751158935716376,3.2422957286005842
220,"Washington, DC",2020-01-25,Pear,4412,158,18.64145677513443,1.5415175143396482
221,"Washington, DC",2020-01-25,Tomato,4796,368,14.370496565382929,1.1430427321582102
222,"Washington, DC",2020-01-25,Apple (Gala),4134,401,4.113161004008726,0.5801399189629592
223,"Washington, DC",2020-01-25,Grapes,4272,436,6.734029890270905,2.9065533964429053
224,"Washington, DC",2020-01-25,Tomato,4796,374,7.772038752026857,2.5901844092411923
225,"Washington, DC",2020-01-25,Orange,4012,383,16.565762824425477,2.7308987996773797
226,"Washington, DC",2020-01-25,Apple (Fuji),4131,205,14.788689358439298,1.7754034049692564
227,"Washington, DC",2020-01-25,Peach,4404,344,9.288691378151999,2.4389098026556897
228,"Washington, DC",2020-01-25,Pear,4412,406,13.078587599704043,1.4493737408309244
229,"Washington, DC",2020-01-25,Corn,4078,275,20.628879168909044,0.8175691677141004
230,"Washington, DC",2020-01-25,Corn,4078,334,14.81917560216971,1.0352274869917892
231,"Washington, DC",2020-01-25,Kiwi,4030,396,15.202056677266956,2.003478367533535
232,"Washington, DC",2020-01-25,Apple (Fuji),4131,460,10.551608640374617,2.8428560258587825
233,"Washington, DC",2020-01-25,Strawberries,4323,127,5.511441418388859,1.1423378873849288
234,"Washington, DC",2020-01-25,Avocado,4225,213,20.327525922236966,3.1107302057906057
235,"Washington, DC",2020-01-25,Apple (Fuji),4131,481,3.3299044409766796,1.8076339397928678
236,"Washington, DC",2020-01-25,Avocado,4225,353,5.736062479251996,1.3789114832878113
237,"Washington, DC",2020-01-25,Tomato,4796,418,13.102474312577398,1.1206855920725503
238,"Washington, DC",2020-01-25,Cucumber,4062,362,21.868925468297675,1.7815286268130877
239,"Washington, DC",2020-01-25,Grapes,4272,303,21.42720546764322,2.4505891422275456
240,"Washington, DC",2020-01-25,Strawberries,4323,478,9.256089786812664,1.842511646694038
241,"Washington, DC",2020-01-25,Cucumber,4062,427,18.46086721578613,2.3466047146474014
242,"Washington, DC",2020-01-25,Blueberries,4240,146,17.716689728572966,3.190400495147333
243,"Washington, DC",2020-01-25,Apple (Gala),4134,407,4.793356809578836,0.721895966748707
244,"Washington, DC",2020-01-25,Strawberries,4323,380,5.179062626278029,1.0219394095009193
245,"Washington, DC",2020-01-25,Peach,4404,285,2.5223266589455307,1.7334784022066743
246,"Washington, DC",2020-01-25,Kiwi,4030,315,3.63059603990987,2.381363046949264
247,"Washington, DC",2020-01-25,Pear,4412,164,10.789963560644537,2.289247146935668
248,"Washington, DC",2020-01-25,Lemon,4958,340,12.32254288867116,1.8989783824188635
249,"Washington, DC",2020-01-25,Banana,4011,236,9.576163847837599,1.7843518335255795
250,"Washington, DC",2020-01-25,Strawberries,4323,171,12.427684893226251,3.0905694610089998
251,"Washington, DC",2020-01-25,Avocado,4225,133,7.6947318777907645,2.5378590609878304
252,"Washington, DC",2020-01-25,Apple (Gala),4134,467,10.901177360955627,1.745190273982007
253,"Washington, DC",2020-01-25,Blueberries,4240,368,9.062476873071866,1.561112623673398
254,"Washington, DC",2020-01-25,Onion,4159,150,8.30107400151901,2.84684445966268
255,"Washington, DC",2020-01-25,Banana,4011,221,21.60100354300812,2.531155141897034
256,"Washington, DC",2020-01-25,Lemon,4958,471,15.721041319519284,1.3922500587184914
257,"Washington, DC",2020-01-25,Banana,4011,103,9.201557705225424,0.7806342537049205
258,"Washington, DC",2020-01-25,Apple (Gala),4134,141,13.499524112790825,1.9432244137395176
259,"Washington, DC",2020-01-25,Lemon,4958,226,6.9303612148854885,3.0672027104417796
260,"Washington, DC",2020-01-25,Apple (Gala),4134,173,19.34923404781148,1.9838469451176937
261,"Washington, DC",2020-01-25,Eggplant,4081,305,19.656746994610877,2.6502140772179703
262,"Washington, DC",2020-01-25,Grapes,4272,182,21.46709438576363,2.680201222433243
263,"Washington, DC",2020-01-25,Lychee,4309,101,16.45533934286796,1.7565458525321447
264,"Washington, DC",2020-01-25,Corn,4078,293,18.328113225614654,2.673260101070628
265,"Washington, DC",2020-01-25,Cucumber,4062,256,10.303902383195236,2.4336268293089236
266,"Washington, DC",2020-01-25,Grapes,4272,130,2.26744116214104,3.2153788252151574
267,"Washington, DC",2020-01-25,Kiwi,4030,400,17.460464939428494,2.3521825619507584
268,"Washington, DC",2020-01-25,Grapes,4272,167,7.597763025108725,3.1421485931612554
269,"Washington, DC",2020-01-25,Blueberries,4240,429,7.318624491896481,2.3216643150197345
270,"Washington, DC",2020-01-25,Cucumber,4062,485,18.959985064435752,2.2445930835790935
271,"Washington, DC",2020-01-25,Banana,4011,208,10.394935109186918,0.6979779621586204
272,"Washington, DC",2020-01-25,Peach,4404,346,9.391236884519458,1.0161367257358507
273,"Washington, DC",2020-01-25,Apple (Fuji),4131,171,2.3978569043334574,2.138809364999179
274,"Washington, DC",2020-01-25,Banana,4011,163,21.95001721857116,1.0065647428971716
275,"Washington, DC",2020-01-25,Tomato,4796,497,8.8614761473611,2.591684068331961
276,"Washington, DC",2020-01-25,Apple (Gala),4134,203,18.354434070829303,1.979990421398543
277,"Washington, DC",2020-01-25,Mushroom,4650,223,18.49293834748678,3.2020033143460753
278,"Washington, DC",2020-01-25,Tomato,4796,310,18.50135563821532,0.708951985067688
279,"Washington, DC",2020-01-25,Apple (Fuji),4131,104,16.290246741473677,1.4191422311239876
280,"Washington, DC",2020-01-25,Lemon,4958,321,12.610974312620238,2.706446769833565
281,"Washington, DC",2020-01-25,Orange,4012,351,20.92934422553517,0.5983905440196395
282,"Washington, DC",2020-01-25,Blueberries,4240,365,16.209142064629123,2.2439289493602703
283,"Washington, DC",2020-01-25,Lychee,4309,451,13.240004412597047,2.256065002421383
284,"Washington, DC",2020-01-25,Kiwi,4030,443,17.930299987830224,0.7646231912774966
285,"Washington, DC",2020-01-25,Apple (Gala),4134,497,4.550998340314255,1.643347400717903
286,"Washington, DC",2020-01-25,Orange,4012,120,8.443227830901742,2.5705783177516426
287,"Washington, DC",2020-01-25,Mushroom,4650,345,2.5430043828208,1.4829927090439015
288,"Washington, DC",2020-01-25,Apple (Fuji),4131,447,17.356663273693997,2.6029722377541478
289,"Washington, DC",2020-01-25,Strawberries,4323,247,3.805365654965863,3.0230566108482892
290,"Washington, DC",2020-01-19,Strawberries,4323,272,16.080387105606498,1.3731132680666633
291,"Washington, DC",2020-01-19,Avocado,4225,242,9.990708272950725,3.2983379059121947
292,"Washington, DC",2020-01-19,Eggplant,4081,103,10.041849950980396,1.659546099731233
293,"Washington, DC",2020-01-19,Apple (Fuji),4131,260,16.27448335969821,1.8334890520898626
294,"Washington, DC",2020-01-19,Cucumber,4062,118,10.479559814883396,2.8745766293257478
295,"Washington, DC",2020-01-19,Tomato,4796,397,20.947820260236043,3.191516181523912
296,"Washington, DC",2020-01-19,Cucumber,4062,315,20.37383452868089,1.0997135392506607
297,"Washington, DC",2020-01-19,Banana,4011,406,3.9961570956278596,0.7121360329445452
298,"Washington, DC",2020-01-19,Apricot,3302,420,6.585603188723327,0.7806713075959124
299,"Washington, DC",2020-01-19,Corn,4078,387,21.974460128974172,1.0452816627919674
300,"Washington, DC",2020-01-19,Tomato,4796,121,11.43112589758821,2.956908649543766
301,"Washington, DC",2020-01-19,Corn,4078,220,14.485059412522242,1.3635867466917262
302,"Washington, DC",2020-01-19,Grapes,4272,411,5.036279447143897,2.4623548023635524
303,"Washington, DC",2020-01-19,Pear,4412,498,3.975785248354078,2.005095555924345
304,"Washington, DC",2020-01-19,Orange,4012,156,7.767868890985847,0.5659238960477524
305,"Washington, DC",2020-01-19,Apple (Fuji),4131,185,10.169743785541506,1.6277416292694398
306,"Washington, DC",2020-01-19,Orange,4012,225,9.617363766441123,1.6207680730265566
307,"Washington, DC",2020-01-19,Avocado,4225,152,21.44163545332849,0.9003124156268314
308,"Washington, DC",2020-01-19,Apple (Gala),4134,213,9.084291641926393,0.6027749757166021
309,"Washington, DC",2020-01-19,Apple (Gala),4134,257,18.351104303216562,2.978974248992745
310,"Washington, DC",2020-01-19,Apricot,3302,247,6.176429929072038,2.2055214122636246
311,"Washington, DC",2020-01-19,Apple (Gala),4134,471,11.955805321363734,0.9755179681931623
312,"Washington, DC",2020-01-19,Lemon,4958,102,21.992658906243744,3.293562707444653
313,"Washington, DC",2020-01-19,Cucumber,4062,441,5.925036090891809,3.0670281599857847
314,"Washington, DC",2020-01-19,Tomato,4796,485,13.734992161858829,0.7661026180256159
