restaurant,Category,Name,Calories,Carbs,Fat
Corner Bakery Cafe,Salads,"Roasted Tomato Basil w/Croutons - LF, V",100,26,0
Corner Bakery Cafe,Soups,"Penne with Marinara - V, LF (Combo)",320,48,12
Corner Bakery Cafe,Entrees,Poblano Fresco Chicken on Poblano Cheese Bread - (Combo),330,53,8
Corner Bakery Cafe,Sandwiches,Poblano Fresco Chicken on Poblano Cheese Bread - (Whole),415,37,20
Corner Bakery Cafe,Sandwiches,Mom's Roasted Chicken on Harvest Bread (Combo),830,74,39
Corner Bakery Cafe,Sandwiches,Zesty Chicken Tortilla - LF,250,32,4
Corner Bakery Cafe,Kid's Meals,All American Scrambler (with Sausage) (Egg Whites),110,12,5
Corner Bakery Cafe,Breakfast,Chicken Apple Sausage Panini (Egg Whites),190,6,3
Corner Bakery Cafe,Breakfast Sandwiches,"Oatmeal w/all toppings - LF, V, G* (Sweet Crisp not included)",460,460,460
Corner Bakery Cafe,Breakfast,Baked French Toast w/Bacon & Scrambled Eggs (Egg Whites),330,330,330
Corner Bakery Cafe,Breakfast,Cinnamon Crumb Muffin - V,1040,140,39
Corner Bakery Cafe,Breakfast,Harvest Salad w/Roasted Chicken (Café & Combo),650,90,30
Corner Bakery Cafe,Salads,Mixed Greens Salad - V (Entrée),500,37,26
Corner Bakery Cafe,Salads,Avocado Wedge - VG (Trio),420,26,33
Corner Bakery Cafe,Salads,"Egg Salad - V, G (Side)",150,2,10
Corner Bakery Cafe,Salads,Mom's Chicken Noodle - LF  (cup),340,5,27
Corner Bakery Cafe,Soups,Big Al's Chili w/Cheddar Cheese (bowl),140,19,4
Corner Bakery Cafe,Soups,Half Moon Cheese Ravioli - V (Entrée),590,44,28
Corner Bakery Cafe,Entrees,Tomato Mozzarella on Ciabatta Ficelle Bread - V (Combo),640,73,26
Corner Bakery Cafe,Sandwiches,Tomato Mozzarella on Ciabatta Ficelle Bread - V (Whole),340,39,14
Corner Bakery Cafe,Sandwiches,Mom's Tuna Salad on Harvest Bread (Whole),680,74,27
Corner Bakery Cafe,Sandwiches,Corner Club (Whole),640,66,25
Corner Bakery Cafe,Paninis,Pasta Marinara - V,730,71,31
Corner Bakery Cafe,Kid's Meals,All American Scrambler (with Bacon) - G (Egg Whites),300,53,6
Corner Bakery Cafe,Breakfast,Anaheim Panini (Egg Whites),190,2,11
Corner Bakery Cafe,Breakfast Sandwiches,"Oatmeal w/out toppings - LF, V, G* (Sweet Crisp not included)",470,470,470
Corner Bakery Cafe,Breakfast,Baked French Toast w/Bacon & Scrambled Eggs (Whole Eggs),140,140,140
Corner Bakery Cafe,Breakfast,Chocolate Muffin - V,1200,141,55
Corner Bakery Cafe,Breakfast,Harvest Salad - V (Café & Combo),530,62,28
Corner Bakery Cafe,Salads,Harvest Salad w/Roasted Chicken (Entrée),430,36,25
Corner Bakery Cafe,Salads,Asian Edamame Salad - V (Trio),870,74,47
Corner Bakery Cafe,Salads,D.C. Chicken Salad - G (Side),90,8,5
Corner Bakery Cafe,Salads,Cheddar Broccoli  (cup),360,22,21
Corner Bakery Cafe,Soups,Country Bread Boule - Bowl Option  (cup),370,19,28
Corner Bakery Cafe,Soups,Chicken Carbonara - (Entrée),1040,213,3
Corner Bakery Cafe,Entrees,Smoked Turkey Cobb - (Combo),1190,99,62
Corner Bakery Cafe,Sandwiches,Smoked Turkey Cobb - (Whole),360,28,19
Corner Bakery Cafe,Sandwiches,Mom's Smoked Ham on White Bread (Whole),720,56,38
Corner Bakery Cafe,Sandwiches,Chicken Pomodori (Whole),410,46,11
Corner Bakery Cafe,Paninis,Macaroni & Cheese - Kraft,740,70,28
Corner Bakery Cafe,Kid's Meals,Mom's Chicken Noodle - LF,350,48,11
Corner Bakery Cafe,Kid's Meals,Anaheim Scrambler - G (Egg Whites),70,9,2
Corner Bakery Cafe,Breakfast,Smoked Bacon & Cheddar Panini (Egg Whites),410,8,29
Corner Bakery Cafe,Breakfast Sandwiches,"Oatmeal Toppings - Brown Sugar - LF, VG, G",460,460,460
Corner Bakery Cafe,Breakfast,Baked French Toast w/Sausage & Fresh Fruit,45,45,45
Corner Bakery Cafe,Breakfast,Pumpkin Muffin - V,1030,158,31
Corner Bakery Cafe,Breakfast,Mixed Greens Salad - V (Café & Combo),460,69,18
Corner Bakery Cafe,Salads,Santa Fe Ranch Salad - G (Entrée),220,13,17
Corner Bakery Cafe,Salads,D.C. Chicken Salad - G (Trio),810,45,49
Corner Bakery Cafe,Salads,"Zesty Chicken Tortilla w/Tortilla Strips - LF, G  (cup)",240,15,14
Corner Bakery Cafe,Soups,Cheddar Broccoli  (bowl),230,26,11
Corner Bakery Cafe,Soups,"Penne with Marinara - V, LF (Entrée)",550,28,41
Corner Bakery Cafe,Entrees,Turkey on Pretzel Bread - LF,560,89,15
Corner Bakery Cafe,Sandwiches,Turkey on Pretzel Bread - LF,335,43,8
Corner Bakery Cafe,Sandwiches,Mom's Turkey on Harvest Bread (Whole),670,87,15
Corner Bakery Cafe,Sandwiches,Corned Beef Reuben (Whole),470,66,5
Corner Bakery Cafe,Paninis,Pasta w/ Cream Sauce,760,78,37
Corner Bakery Cafe,Kid's Meals,Peanut Butter & Jelly Sandwich - V (Combo),440,49,20
Corner Bakery Cafe,Kid's Meals,Grilled Cheese Sandwich - V (Whole),365,47,17
Corner Bakery Cafe,Kid's Meals,Loaded Baked Potato,540,42,30
Corner Bakery Cafe,Kid's Meals,"Greek Vegetable Salad - V, G (Trio)",210,12,14
Corner Bakery Cafe,Salads,Italian Wedding Soup w/ Parmesan Cheese  (cup),60,6,3
Corner Bakery Cafe,Soups,"Zesty Chicken Tortilla w/Tortilla Strips - LF, G  (bowl)",190,18,8
Corner Bakery Cafe,Soups,Mixed Greens Salad w/dressing - V,360,40,16
Corner Bakery Cafe,Salads,Chicken Carbonara - (Combo),120,9,8
Corner Bakery Cafe,Sandwiches,Chicken Carbonara - (Whole),340,37,12
Corner Bakery Cafe,Sandwiches,Mom's Corned Beef on Caraway Rye Bread (Combo),680,74,24
Corner Bakery Cafe,Sandwiches,Add Spread - Mayo (Combo),240,37,2
Corner Bakery Cafe,Sandwiches,Chicken Pomodori (Combo),40,1,4
Corner Bakery Cafe,Paninis,Grilled Ham & Swiss (Whole),370,35,14
Corner Bakery Cafe,Paninis,Ham Sandwich on Harvest Bread - LF (Whole),680,70,22
Corner Bakery Cafe,Kid's Meals,"Roasted Tomato Basil - LF, V",410,60,7
Corner Bakery Cafe,Kid's Meals,Banana Baby Bundt Cake - V,80,13,2
Corner Bakery Cafe,Desserts,Oatmeal Raisin Cookie - V,620,81,30
Corner Bakery Cafe,Desserts,Raspberry Bar - V,290,47,10
Corner Bakery Cafe,Desserts,Caramel Latte - Whole,530,72,24
Corner Bakery Cafe,Coffee,Cappuccino - Nonfat,490,81,13
Corner Bakery Cafe,Coffee,Chai Latte - Whole,120,17,0
Corner Bakery Cafe,Coffee,Country Small Oblong - VG (whole),270,20,15
Corner Bakery Cafe,Breads,Poblano Cheese Batard - V,2600,532,8
Corner Bakery Cafe,Breads,Pesto Cavatappi (Entrée),410,60,13
Corner Bakery Cafe,Entrees,Uptown Turkey on Harvest Bread - (Combo),1140,88,64
Corner Bakery Cafe,Sandwiches,Uptown Turkey on Harvest Bread - (Whole),330,35,12
Corner Bakery Cafe,Sandwiches,California Grille - V (Combo),660,70,23
Corner Bakery Cafe,Paninis,Green Chile & Chicken (Whole),305,32,13
Corner Bakery Cafe,Paninis,Grilled Cheese Sandwich - V (Combo),740,72,27
Corner Bakery Cafe,Kid's Meals,Peanut Butter & Jelly Sandwich on Harvest Bread - V (Combo),290,21,17
Corner Bakery Cafe,Kid's Meals,Ham Sandwich - LF (Whole),405,56,16
Corner Bakery Cafe,Kid's Meals,Italian Wedding Soup,330,42,9
Corner Bakery Cafe,Kid's Meals,"Seasonal Fruit Medley - LF, VG, G",100,9,4
Corner Bakery Cafe,Sides,Monster Cookie - V,70,16,0
Corner Bakery Cafe,Desserts,Maple Pecan Bar - V,340,51,14
Corner Bakery Cafe,Desserts,Caramel Latte - Whole,730,80,44
Corner Bakery Cafe,Coffee,Cappuccino - Nonfat,380,61,11
Corner Bakery Cafe,Coffee,Chai Latte - Whole,90,12,0
Corner Bakery Cafe,Coffee,Country Boule - VG (whole),200,15,11
Corner Bakery Cafe,Breads,Ciabatta Ficelle - V,1040,213,3
Corner Bakery Cafe,Breads,Poblano Fresco Roast Beef on Poblano Cheese Bread - (Combo),360,65,6
Corner Bakery Cafe,Sandwiches,Poblano Fresco Roast Beef on Poblano Cheese Bread - (Whole),425,36,21
Corner Bakery Cafe,Sandwiches,Mom's Smoked Ham on White Bread (Combo),850,72,42
Corner Bakery Cafe,Sandwiches,Mom's Roast Beef on Sourdough Bread (Whole),205,23,6
Corner Bakery Cafe,Sandwiches,Grilled Ham & Swiss (Combo),510,70,8
Corner Bakery Cafe,Paninis,Kids' Scrambler w/Toast & Fresh Fruit,340,35,11
Corner Bakery Cafe,Kid's Meals,Turkey Sandwich on Harvest Bread - LF (Whole),320,39,12
Corner Bakery Cafe,Kid's Meals,Lemon Pound Cake - Slice,400,62,5
Corner Bakery Cafe,Desserts,Whoopee Pie - Chocolate Mocha - V,480,64,22
Corner Bakery Cafe,Desserts,Cappuccino - Whole,390,45,21
Corner Bakery Cafe,Coffee,Truffle Mocha - Whole,140,11,7
Corner Bakery Cafe,Coffee,Caramel Latte - Nonfat,510,95,16
Corner Bakery Cafe,Coffee,Truffle Mocha - Nonfat,320,63,2
Corner Bakery Cafe,Coffee,Chai Latte - Nonfat,300,72,1
Corner Bakery Cafe,Coffee,Old Fashioned Lemonade - VG,210,29,0
Corner Bakery Cafe,Drinks,Cinnamon Raisin - V (slice),520,136,0
Corner Bakery Cafe,Breads,Raisin Pecan Miche - VG (whole),220,32,7
Corner Bakery Cafe,Breads,Poblano Fresco Vegetarian on Poblano Cheese Bread - V,2070,340,61
Corner Bakery Cafe,Sandwiches,Poblano Fresco Vegetarian on Poblano Cheese Bread - V,395,37,22
Corner Bakery Cafe,Sandwiches,Mom's Tuna Salad on Harvest Bread (Combo),790,73,44
Corner Bakery Cafe,Sandwiches,Mom's Roasted Chicken on Harvest Bread (Whole),320,33,13
Corner Bakery Cafe,Sandwiches,California Grille - V (Whole),500,65,8
Corner Bakery Cafe,Paninis,Half Moon Cheese Ravioli - V,610,64,26
Corner Bakery Cafe,Kid's Meals,Cheddar Broccoli,320,37,14
Corner Bakery Cafe,Kid's Meals,Kid's Apple Juice,190,10,14
Corner Bakery Cafe,Kid's Meals,"Baby Carrots - LF, VG, G",80,20,0
Corner Bakery Cafe,Sides,Pumpkin Pound Cake - Slice,30,7,0
Corner Bakery Cafe,Desserts,Whoopee Pie - Peanut Butter - V,490,73,19
Corner Bakery Cafe,Desserts,Cappuccino - Whole,440,38,29
Corner Bakery Cafe,Coffee,Truffle Hot Chocolate w/Whipped Cream - Whole,190,15,10
Corner Bakery Cafe,Coffee,Caramel Latte - Nonfat,350,50,17
Corner Bakery Cafe,Coffee,Truffle Mocha - Nonfat,410,84,2
Corner Bakery Cafe,Coffee,Old Fashioned Lemonade - VG,400,98,1
Corner Bakery Cafe,Drinks,Frozen Mango Lemonade - VG,260,68,0
Corner Bakery Cafe,Drinks,Country Boule - VG (slice),700,182,0
Corner Bakery Cafe,Breads,Steakhouse Rye - VG (whole),80,16,0
Corner Bakery Cafe,Breads,Add Spread - Country Dijon Mustard (Combo),1990,393,15
Corner Bakery Cafe,Sandwiches,Corner Club (Combo),5,0,0
Corner Bakery Cafe,Paninis,Kids' Cheesy Scrambler w/Toast & Bacon,365,36,15
Corner Bakery Cafe,Kid's Meals,Peanut Butter & Jelly Sandwich - V (Whole),380,22,24
Corner Bakery Cafe,Kid's Meals,Chocolate Baby Bundt Cake - V,730,93,34
Corner Bakery Cafe,Desserts,Snickerdoodle Cookie - V,580,70,30
Corner Bakery Cafe,Desserts,Cream Cheese Brownie - V,290,47,10
Corner Bakery Cafe,Desserts,Caramel Latte - Whole,590,53,37
Corner Bakery Cafe,Coffee,Latte - Nonfat,650,108,17
Corner Bakery Cafe,Coffee,Chai Latte - Whole,120,16,0
Corner Bakery Cafe,Coffee,Traditional Sesame Baguette - VG (slice),340,25,18
Corner Bakery Cafe,Breads,Country Large Oblong - VG (whole),50,8,1
Corner Bakery Cafe,Breads,Pretzel Demi - V,4220,862,16
Corner Bakery Cafe,Breads,Mom's Egg Salad on White Bread (Whole),410,77,5
Corner Bakery Cafe,Sandwiches,Green Chile & Chicken (Combo),500,48,25
Corner Bakery Cafe,Paninis,Kids' Scrambler w/Toast & Bacon,370,36,13
Corner Bakery Cafe,Kid's Meals,Turkey Sandwich - LF (Whole),320,22,19
Corner Bakery Cafe,Kid's Meals,Grapes - Small Bunch (Kids' Menu) - G,320,43,7
Corner Bakery Cafe,Sides,Cinnamon Creme Cake - Slice (12 slices/cake) - V,40,11,0
Corner Bakery Cafe,Desserts,White Chocolate Macadamia Nut Cookie,770,108,34
Corner Bakery Cafe,Desserts,Cappuccino - Whole,270,44,10
Corner Bakery Cafe,Coffee,Truffle Mocha - Whole,100,8,5
Corner Bakery Cafe,Coffee,Latte - Nonfat,380,70,12
Corner Bakery Cafe,Coffee,Chai Latte - Nonfat,190,26,0
Corner Bakery Cafe,Coffee,Iced Coffee - Creamy,170,23,0
Corner Bakery Cafe,Coffee,Brioche Flatbread (slice),320,64,6
Corner Bakery Cafe,Breads,Mom's White - V (whole),330,46,13
Corner Bakery Cafe,Breads,Kids' Cheesy Scrambler w/Toast & Fresh Fruit,2090,314,67
Corner Bakery Cafe,Kid's Meals,Peanut Butter & Jelly Sandwich on Harvest Bread - V (Whole),380,39,17
Corner Bakery Cafe,Kid's Meals,Garlic Bread (Pasta Entrées Only) - V,810,112,32
Corner Bakery Cafe,Sides,Chocolate Turtle Baby Bundt Cake - V,110,16,4
Corner Bakery Cafe,Desserts,Sugar Cookie - V,760,84,44
Corner Bakery Cafe,Desserts,Fudge Brownie,290,47,10
Corner Bakery Cafe,Desserts,Truffle Mocha - Whole,590,86,28
Corner Bakery Cafe,Coffee,Latte - Nonfat,270,46,10
Corner Bakery Cafe,Coffee,Chai Latte - Nonfat,160,22,0
Corner Bakery Cafe,Coffee,Iced Coffee - Creamy,125,17,0
Corner Bakery Cafe,Coffee,White Rye Oblong - VG (slice),640,128,12
Corner Bakery Cafe,Breads,Harvest - VG (whole),180,35,1
Corner Bakery Cafe,Breads,Kid's Berry Juice,2080,401,15
Corner Bakery Cafe,Kid's Meals,"Bakery Chips - VG, G",90,21,0
Corner Bakery Cafe,Sides,Apricot Walnut Rugalach - V,150,15,9
Corner Bakery Cafe,Desserts,Whoopee Pie - Pumpkin - V,240,23,15
Corner Bakery Cafe,Desserts,Latte - Whole,400,45,22
Corner Bakery Cafe,Coffee,Truffle Hot Chocolate w/Whipped Cream - Whole,190,15,10
Corner Bakery Cafe,Coffee,Truffle Hot Chocolate w/Whipped Cream - Nonfat,480,75,21
Corner Bakery Cafe,Drinks,Frozen Mango Lemonade - VG,280,51,7
Corner Bakery Cafe,Drinks,Frozen Mango Pomegranate Swirl - VG,350,91,0
Corner Bakery Cafe,Drinks,Country Small Oblong - VG (slice),640,166,0
Corner Bakery Cafe,Breads,Raisin Pecan Miche - VG (slice),110,22,0
Corner Bakery Cafe,Breads,Traditional Sesame Baguette - VG (whole),140,23,4
Corner Bakery Cafe,Breads,Banana - Whole (Kids' Menu) - G,1610,287,30
Corner Bakery Cafe,Sides,Cinnamon Pecan Rugalach - V,110,27,0
Corner Bakery Cafe,Desserts,Whoopee Pie - Vanilla - V,250,24,16
Corner Bakery Cafe,Desserts,Latte - Whole,430,43,26
Corner Bakery Cafe,Coffee,Truffle Hot Chocolate w/Whipped Cream - Whole,250,19,13
Corner Bakery Cafe,Coffee,Truffle Hot Chocolate w/Whipped Cream - Nonfat,610,100,24
Corner Bakery Cafe,Drinks,Frozen Mango Pomegranate Swirl - VG,390,78,7
Corner Bakery Cafe,Drinks,Frozen Pomegranate Lemonade - VG,320,83,0
Corner Bakery Cafe,Drinks,Country Large Oblong - VG (slice),580,150,0
Corner Bakery Cafe,Breads,Brioche Flatbread (whole),170,33,1
Corner Bakery Cafe,Breads,White Rye Oblong - VG (whole),1320,160,51
Corner Bakery Cafe,Breads,"Pickle Spear - VG, G",3540,649,59
Corner Bakery Cafe,Sides,Chocolate Chip Cookie - V,10,1,0
Corner Bakery Cafe,Desserts,Lemon Bar - V,300,46,113
Corner Bakery Cafe,Desserts,Latte - Whole,590,90,24
Corner Bakery Cafe,Coffee,Cappuccino - Nonfat,300,23,16
Corner Bakery Cafe,Coffee,Truffle Hot Chocolate w/Whipped Cream - Nonfat,60,9,0
Corner Bakery Cafe,Drinks,Frozen Pomegranate Lemonade - VG,490,103,7
Corner Bakery Cafe,Drinks,Cinnamon Raisin - V (whole),290,75,0
Corner Bakery Cafe,Breads,Focaccia Loaf - VG (whole),2540,389,87
Corner Bakery Cafe,Breads,,1040,190,15
Dairy Queen,Desserts,"Sundae, Cherry - Small",220,30,9
Dairy Queen,Desserts,"Sundae, Marshmallow - Medium",240,39,7
Dairy Queen,Desserts,"Sundae, Strawberry - Large",410,74,10
Dairy Queen,Desserts,Pecan Mudslide® Treat,480,76,14
Dairy Queen,Desserts,Cherry StarKiss® Bar,640,83,30
Dairy Queen,Desserts,"Oreo® Blizzard Cake, 10”, 1/12 slice***",80,21,0
Dairy Queen,Desserts,1/4 lb. GrillBurger with Cheese,540,76,23
Dairy Queen,Burgers,Iron Grilled Supreme BLT Sandwich,540,44,30
Dairy Queen,Sandwiches,Chili Cheese Dog,600,40,34
Dairy Queen,Entrees,Applesauce,380,23,24
Dairy Queen,Kid's Meals,Breaded Mushrooms,90,23,0
Dairy Queen,Sides,Biscuits & Gravy,250,36,9
Dairy Queen,Breakfast,Banana Cream Pie Blizzard - Mini,730,64,47
Dairy Queen,Desserts,Butterfinger Blizzard - Medium,370,57,13
Dairy Queen,Desserts,Cookie Dough Blizzard - Mini,740,114,26
Dairy Queen,Desserts,French Silk Pie Blizzard - Medium,420,62,16
Dairy Queen,Desserts,Heath® Blizzard - Mini,900,120,42
Dairy Queen,Desserts,Midnight Truffle Blizzard - Medium,360,51,14
Dairy Queen,Desserts,Oreo® CheeseQuake® Blizzard - Mini,1000,133,49
Dairy Queen,Desserts,Snickers Blizzard - Medium,380,53,15
Dairy Queen,Desserts,Banana Slices,850,123,33
Dairy Queen,Desserts,Cappuccino MooLatté - Small,25,6,0
Dairy Queen,Coffee,Mocha MooLatté - Medium,450,65,16
Dairy Queen,Coffee,"Arctic Rush Float, All Flavors - Large",660,96,25
Dairy Queen,Drinks,"Shake, Chocolate - Small",550,108,9
Dairy Queen,Shakes,"Shake, Strawberry - Medium",540,81,20
Dairy Queen,Shakes,"Malt, Caramel - Large",610,90,22
Dairy Queen,Shakes,"Malt, Peanut Butter - Small",1080,178,31
Dairy Queen,Shakes,"Lemonade Chiller, Classic, Medium",700,83,34
Dairy Queen,Drinks,"Dipped Cone, Chocolate - Medium ***",380,87,0
Dairy Queen,Desserts,"Sundae, Cherry - Large",470,61,22
Dairy Queen,Desserts,"Sundae, Peanut Butter - Small",490,80,14
Dairy Queen,Desserts,Choc. Cov. Strawberry Waffle Bowl Sundae,390,39,22
Dairy Queen,Desserts,Chocolate Dilly® Bar***,760,96,38
Dairy Queen,Desserts,Fudge Bar,240,24,15
Dairy Queen,Desserts,"Reese’s® PB Cups Blizz. Cake 10”, 1/12 slice***",50,13,0
Dairy Queen,Desserts,Original Double Cheeseburger,580,77,27
Dairy Queen,Burgers,Crispy Chicken Sandwich,630,34,34
Dairy Queen,Sandwiches,Foot-Long Chili Cheese Dog,600,59,30
Dairy Queen,Entrees,French Fries - Kids’,670,40,43
Dairy Queen,Kid's Meals,Chili - Cup,190,27,8
Dairy Queen,Soups,Bacon Biscuit Sandwich,470,54,16
Dairy Queen,Breakfast,Banana Cream Pie Blizzard - Medium,380,26,24
Dairy Queen,Desserts,Choco Cherry Love Blizzard - Mini,770,117,28
Dairy Queen,Desserts,Cookie Dough Blizzard - Medium,330,49,11
Dairy Queen,Desserts,Georgia Mud Fudge® Blizzard - Mini,1020,148,40
Dairy Queen,Desserts,Heath Blizzard - Medium,410,52,19
Dairy Queen,Desserts,Mint Oreo® Blizzard - Mini,920,126,41
Dairy Queen,Desserts,Oreo CheeseQuake Blizzard - Medium,400,62,14
Dairy Queen,Desserts,Strawberry CheeseQuake® Blizzard - Mini,820,108,35
Dairy Queen,Desserts,Oreo Cookie Pieces,330,48,12
Dairy Queen,Desserts,Cappuccino MooLatté - Large,140,20,6
Dairy Queen,Coffee,"Arctic Rush, All Flavors - Small",710,106,23
Dairy Queen,Drinks,"Shake, Banana - Medium",210,41,0
Dairy Queen,Shakes,"Shake, Chocolate - Large",580,85,21
Dairy Queen,Shakes,"Shake, Vanilla - Small",900,148,31
Dairy Queen,Shakes,"Malt, Cherry - Medium",520,77,19
Dairy Queen,Shakes,"Malt, Peanut Butter - Large",710,112,22
Dairy Queen,Shakes,"Lemonade Chiller, Strawberry, Small",1350,143,72
Dairy Queen,Drinks,Vanilla Cone - Medium,280,64,0
Dairy Queen,Desserts,"Sundae, Banana - Small",330,53,10
Dairy Queen,Desserts,"Sundae, Chocolate - Medium",230,37,7
Dairy Queen,Desserts,"Sundae, Peanut Butter - Large",400,70,12
Dairy Queen,Desserts,Chocolate Coated Waffle Cone w/ Soft Serve,790,80,44
Dairy Queen,Desserts,Chocolate Mint Dilly Bar,540,77,21
Dairy Queen,Desserts,DQ Home-Pak,240,24,15
Dairy Queen,Desserts,"Choc. Xtreme Blizzard Cake, 10”, 1/12 slice***",1150,171,38
Dairy Queen,Desserts,Chick. Strip Basket - 6pc w/ Country Gravy,630,84,29
Dairy Queen,Chicken,Crispy FlameThrower Chicken Sandwich,1260,121,66
Dairy Queen,Sandwiches,Hot Dog,830,63,51
Dairy Queen,Entrees,French Fries - Large,290,22,17
Dairy Queen,French Fries,Deluxe Double Cheeseburger,500,70,21
Dairy Queen,Burgers,Sausage Biscuit Twin Pack,640,35,34
Dairy Queen,Breakfast,Banana Split Blizzard - Mini,600,48,36
Dairy Queen,Desserts,Choco Cherry Love Blizzard - Medium,290,49,8
Dairy Queen,Desserts,Double Fudge Cookie Dough Blizzard - Mini,650,95,24
Dairy Queen,Desserts,Georgia Mud Fudge Blizzard - Medium,450,63,18
Dairy Queen,Desserts,M&M’s® Chocolate Candy Blizzard - Mini,990,115,55
Dairy Queen,Desserts,Mint Oreo Blizzard - Medium,370,57,13
Dairy Queen,Desserts,Reese’s® Peanut Butter Cups® Blizzard - Mini,740,116,25
Dairy Queen,Desserts,Strawberry CheeseQuake Blizzard - Medium,360,50,14
Dairy Queen,Desserts,Cocoa Fudge,690,92,28
Dairy Queen,Desserts,Peanuts,140,16,10
Dairy Queen,Desserts,Caramel MooLatté - Medium,80,3,7
Dairy Queen,Coffee,"Arctic Rush, All Flavors - Large",650,103,20
Dairy Queen,Drinks,"Shake, Caramel - Small",350,70,0
Dairy Queen,Shakes,"Shake, Hot Fudge - Medium",560,83,20
Dairy Queen,Shakes,"Shake, Vanilla - Large ",750,108,29
Dairy Queen,Shakes,"Malt, Chocolate - Small",840,128,28
Dairy Queen,Shakes,"Malt, Strawberry - Medium",590,92,21
Dairy Queen,Shakes,"Lemonade Chiller, Strawberry, Large",700,107,22
Dairy Queen,Drinks,Vanilla Cone - Small,680,161,0
Dairy Queen,Desserts,"Dipped Cone, Chocolate - Large ***",230,36,7
Dairy Queen,Desserts,"Sundae, Chocolate - Small",660,85,30
Dairy Queen,Desserts,"Sundae, Peanut Butter - Medium",280,48,8
Dairy Queen,Desserts,Fudge Brownie Temptation Waffle Bowl Sundae,570,56,32
Dairy Queen,Desserts,No Sugar Added Dilly Bar,940,121,48
Dairy Queen,Desserts,Vanilla Orange Bar,190,24,13
Dairy Queen,Desserts,"Reese’s PB Cups Blizzard Cake 8”, 1/8 slice***",60,18,0
Dairy Queen,Desserts,Chick. Strip Basket - 4pc w/ Country Gravy,580,76,27
Dairy Queen,Chicken,Grilled Chicken Sandwich,1030,105,53
Dairy Queen,Sandwiches,Foot-Long Hot Dog,360,32,15
Dairy Queen,Entrees,French Fries - Regular,560,39,35
Dairy Queen,French Fries,Deluxe Cheeseburger,310,43,13
Dairy Queen,Burgers,Ham Biscuit Sandwich,400,35,18
Dairy Queen,Breakfast,Banana Cream Pie Blizzard - Large,360,26,21
Dairy Queen,Desserts,Choco Cherry Love Blizzard - Small,1090,168,38
Dairy Queen,Desserts,Cookie Dough Blizzard - Large,460,69,17
Dairy Queen,Desserts,Georgia Mud Fudge Blizzard - Small,1300,190,52
Dairy Queen,Desserts,Heath Blizzard - Large,680,82,35
Dairy Queen,Desserts,Mint Oreo Blizzard - Small,1260,173,57
Dairy Queen,Desserts,Oreo CheeseQuake Blizzard - Large,560,87,18
Dairy Queen,Desserts,Strawberry CheeseQuake Blizzard - Small,1140,151,49
Dairy Queen,Desserts,Peanut Butter Topping,510,69,20
Dairy Queen,Desserts,Caramel MooLatté - Small,180,8,15
Dairy Queen,Coffee,"Arctic Rush, All Flavors - Medium",520,82,16
Dairy Queen,Drinks,"Shake, Banana - Large",260,53,0
Dairy Queen,Shakes,"Shake, Hot Fudge - Small",750,111,26
Dairy Queen,Shakes,"Shake, Vanilla - Medium",560,79,22
Dairy Queen,Shakes,"Malt, Cherry - Large",650,98,22
Dairy Queen,Shakes,"Malt, Strawberry - Small",910,144,27
Dairy Queen,Shakes,"Lemonade Chiller, Strawberry, Medium",550,81,19
Dairy Queen,Drinks,Vanilla Cone - Large,420,96,0
Dairy Queen,Desserts,"Sundae, Banana - Medium",470,74,14
Dairy Queen,Desserts,"Sundae, Chocolate - Large",330,53,10
Dairy Queen,Desserts,"Sundae, Pineapple - Small",570,98,17
Dairy Queen,Desserts,Plain Waffle Cone with Soft Serve,230,38,7
Dairy Queen,Desserts,Butterscotch Dilly Bar,420,67,13
Dairy Queen,Desserts,"DQ Cake, 10”, 1/12 slice ",210,24,11
Dairy Queen,Desserts,"Choc. Xtreme Blizzard Cake, 8”, 1/8 slice***",410,60,15
Dairy Queen,Desserts,Chicken Quesadilla Basket,620,83,29
Dairy Queen,Chicken,Crispy Chicken Salad,1160,110,60
Dairy Queen,Salads,Hot Dog Kids’ ,470,29,26
Dairy Queen,Kid's Meals,Chili Cheese Fries,290,22,17
Dairy Queen,French Fries,Deluxe Double Hamburger,1020,116,51
Dairy Queen,Burgers,Ultimate Breakfast Burrito,540,34,26
Dairy Queen,Breakfast,Banana Split Blizzard - Small,640,55,37
Dairy Queen,Desserts,Choco Cherry Love Blizzard - Large,440,71,14
Dairy Queen,Desserts,Double Fudge Cookie Dough Blizzard - Small,920,136,34
Dairy Queen,Desserts,Georgia Mud Fudge Blizzard - Large,750,107,32
Dairy Queen,Desserts,M&M’s Chocolate Candy Blizzard - Small,1450,164,83
Dairy Queen,Desserts,Mint Oreo Blizzard - Large,660,101,23
Dairy Queen,Desserts,Reese’s Peanut Butter Cups Blizzard - Small,1070,168,36
Dairy Queen,Desserts,Strawberry CheeseQuake Blizzard - Large,530,74,21
Dairy Queen,Desserts,Caramel Topping,930,124,37
Dairy Queen,Desserts,Coconut Flakes,90,20,1
Dairy Queen,Desserts,Pecan Pieces,80,7,7
Dairy Queen,Desserts,Caramel MooLatté - Large,100,2,11
Dairy Queen,Coffee,"Arctic Rush Freeze, All Flavors - Small",690,107,23
Dairy Queen,Drinks,"Shake, Caramel - Medium",380,65,10
Dairy Queen,Shakes,"Shake, Hot Fudge - Large",740,117,24
Dairy Queen,Shakes,"Malt, Banana - Small",970,141,36
